food, recipe,, potato,10, en,1
food, wallet of high earner,, bread,10, en,1
mobility, get stolen,, car,10, en,1
food, spud launcher,, potato,10, en,1
food, drinking,, milk,10, en,1
leisure, party,, fun,10, en,1
food, increase in price,, food,10, en,1
food, mexican food,, rice,10, en,1
mobility, machine,, car,10, en,1
dwelling, dolls,, house,10, en,1
dwelling, assets,, house,10, en,1
food, mouth,, fruit,10, en,1
dwelling, growing food,, garden,10, en,1
dwelling, ground,, garden,10, en,1
mobility, corner corner,, car,10, en,1
leisure, everyone,, sport,10, en,1
food, provisions,, food,10, en,1
leisure, boat,, party,10, en,1
leisure, english language,, holiday,10, en,1
mobility, run aground,, ship,10, en,1
mobility, drive from place to place,, car,10, en,1
dwelling, balai,, house,10, ms,1
mobility, air transportation,, airplane,10, en,1
food, greengrocers shop,, potato,10, en,1
leisure, settling to upset people,, music,10, en,1
food, bowl,, food,10, en,1
food, fuel,, meat,10, en,1
dwelling, school,, bathroom,10, en,1
mobility, many passengers,, ship,10, en,1
mobility, corner of two streets,, car,10, en,1
food, plate,, fruit,10, en,1
dwelling, spurious,, bad,10, en,1
mobility, large machine with four wheels,, car,10, en,1
food, sack of potatoes,, potato,10, en,1
leisure, very potent aphrodisiac,, music,10, en,1
food, nessecary to live,, food,10, en,1
leisure, controlled noise,, music,10, en,1
food, pizza,, potato,10, en,1
food, market,, food,10, en,1
mobility, land on landing strip,, airplane,10, en,1
leisure, calm people,, music,10, en,1
leisure, go on holiday,, vacation,10, en,1
dwelling, field,, home,10, en,1
mobility, popular word,, car,10, en,1
dwelling, bedrooms,, home,10, en,1
mobility, educate,, train,10, en,1
food, vegetable,, groente,10, en,1
leisure, expresion of feeling,, music,10, en,1
mobility, bus topology,, bus,10, en,1
dwelling, face south,, house,10, en,1
food, protein nutrients,, meat,10, en,1
leisure, playing,, sport,10, en,1
dwelling, fair away,, home,10, en,1
dwelling, appliance,, appliance,10, en,1
food, pleasure,, food,10, en,1
food, healthy food,, fruit,10, en,1
food, potato,, potato,10, nl,1
food, grow mold,, fruit,10, en,1
food, also,, fruit,10, en,1
leisure, progression,, travel,10, en,1
food, dinner meal,, potato,10, en,1
food, keep fresh,, fruit,10, en,1
food, meat,, meat,10, nl,1
mobility, stop at corner,, bus,10, en,1
food, market,, milk,10, en,1
food, food store,, potato,10, en,1
food, store,, milk,10, en,1
dwelling, take bath,, bath,10, en,1
dwelling, yard,, house,10, en,1
food, fruit,, fruit,10, en,1
dwelling, restroom,, bathroom,10, en,1
dwelling, collection of plants,, garden,10, en,1
food, supermarket,, bread,10, en,1
dwelling, container of water,, bath,10, en,1
leisure, make person feel worse,, music,10, en,1
mobility, shape,, plane,10, en,1
leisure, bottom out,, drunk,10, en,1
leisure, time events,, watch,10, en,1
food, butchering,, meat,10, en,1
mobility, object with high cost,, car,10, en,1
food, beverage,, milk,10, en,1
leisure, sound good,, music,10, en,1
mobility, gearing,, train,10, en,1
mobility, know as iron horse,, train,10, en,1
food, provide comfort,, food,10, en,1
mobility, serve to transport,, car,10, en,1
mobility, roll downhill but not uphill,, car,10, en,1
dwelling," ""neighbors house""",, kitchen,10, en,1
mobility, require fuel from service station,, car,10, en,1
leisure," ""want to have new experiences""",, travel,10, en,1
leisure, pleasant pastime,, music,10, en,1
mobility, commute to work,, car,10, en,1
food, spreading seeds,, fruit,10, en,1
dwelling, counters and counter tops,, kitchen,10, en,1
dwelling, room,, kitchen,10, en,1
mobility, bottom of lake,, car,10, en,1
mobility, train station,, taxi,10, en,1
leisure, chew fat,, visit,10, en,1
food, external anatomical part,, fruit,10, en,1
food, have fight,, food,10, en,1
leisure, very important part of life,, music,10, en,1
dwelling, fence,, garden,10, en,1
food, honger stillen,, eten,10, nl,1
food, root cellar,, potato,10, en,1
leisure, consumer durable,, watch,10, en,1
mobility, motor vehicle,, car,10, en,1
leisure, drinker,, drunk,10, en,1
food, dead flesh of animal,, meat,10, en,1
leisure, vermaken,, vermaak,10, nl,1
leisure, jewellers,, watch,10, en,1
mobility, head north,, car,10, en,1
dwelling, hair styling and makeup application,, bathroom,10, en,1
food, aardappel,, aardappel,10, en,1
leisure, meat,, meat,10, en,1
mobility, otobis,, bus,10, ms,1
mobility, lose wheel,, car,10, en,1
leisure, move feelings,, music,10, en,1
food, michigan,, potato,10, en,1
mobility, travel across world,, airplane,10, en,1
food, soufle,, potato,10, en,1
dwelling, huis,, house,10, nl,1
leisure, bezoek,, bezoek,10, en,1
food, refridgerator,, potato,10, en,1
leisure, funny,, fun,10, en,1
leisure, meeting,, visit,10, en,1
food, healthy diet,, milk,10, en,1
mobility, water borne vessel,, ship,10, en,1
dwelling, spending leisure time,, garden,10, en,1
dwelling, washup,, bath,10, en,1
leisure, man made,, music,10, en,1
leisure, entertainment,, vacation,10, en,1
leisure, evenement,, event,10, nl,1
dwelling, smell bad,, bathroom,10, en,1
dwelling, legislature,, house,10, en,1
dwelling, return,, home,10, en,1
mobility, self powered vehicle,, tram,10, en,1
food, vegetable,, potato,10, en,1
leisure, beschonken,, dronken,10, nl,1
leisure, vacation,, vakantie,10, en,1
food, breadbox,, bread,10, en,1
leisure, exercise,, sport,10, en,1
leisure, collection of sounds,, music,10, en,1
food, can,, food,10, en,1
food, container,, food,10, en,1
leisure, drunkard,, drunk,10, en,1
food, water,, milk,10, en,1
dwelling, oblutions,, bathroom,10, en,1
dwelling, subset of building,, house,10, en,1
mobility, ride,, train,10, en,1
leisure, reunition,, reunion,10, en,1
mobility, car factory like toyota,, car,10, en,1
leisure, sung or played on instruments,, music,10, en,1
leisure, plesant to listen to,, music,10, en,1
food, eat,, fruit,10, en,1
dwelling, woonplaats,, residence,10, nl,1
mobility, vervoermiddel,, vliegtuig,10, nl,1
food, spreading with butter,, bread,10, en,1
mobility, repair shop,, car,10, en,1
food, fat,, meat,10, en,1
dwelling, unfavorable,, bad,10, en,1
dwelling, place where one lives,, home,10, en,1
dwelling, punk,, bad,10, en,1
food, chow,, food,10, en,1
leisure, like poetry,, music,10, en,1
dwelling, place where people live,, house,10, en,1
dwelling, holding material possessions,, house,10, en,1
mobility, packinglot,, car,10, en,1
food, fruit,, fruit,10, nl,1
mobility, taxi,, cab,10, en,1
leisure, opzoeken,, visit,10, nl,1
food, sweat and juicy,, fruit,10, en,1
mobility, kapal,, ship,10, ms,1
leisure, take energy,, relax,10, en,1
dwelling, bathtub,, bath,10, en,1
leisure, newspaper,, sport,10, en,1
mobility, put,, ship,10, en,1
food, feed ducks,, bread,10, en,1
dwelling, home base,, home,10, en,1
food, foodstuff,, milk,10, en,1
dwelling, investment,, house,10, en,1
food, aarde,, aardappel,10, nl,1
food, supermarket,, milk,10, en,1
dwelling, band,, house,10, en,1
leisure, bring back memories,, music,10, en,1
leisure, require planning,, vacation,10, en,1
food, sale,, meat,10, en,1
mobility, teach,, train,10, en,1
leisure, basic human language,, music,10, en,1
dwelling, sign of zodiac,, house,10, en,1
dwelling, residing in,, house,10, en,1
dwelling, beginning,, home,10, en,1
dwelling, environment,, home,10, en,1
leisure, getting laid,, party,10, en,1
mobility, move on road,, car,10, en,1
leisure, performing,, travel,10, en,1
leisure, lacuna,, holiday,10, en,1
food, reproducing plant came from,, fruit,10, en,1
food, fridge,, fruit,10, en,1
mobility, seat passengers,, car,10, en,1
dwelling, cost many years wages,, house,10, en,1
dwelling, have long day tomorrow,, sleep,10, en,1
mobility, good city transportation,, bus,10, en,1
food, pangan,, food,10, ms,1
food, food,, vegetable,10, en,1
food, mouth,, food,10, en,1
food, cabinet,, food,10, en,1
dwelling, food,, food,10, en,1
mobility, land at airstrip,, airplane,10, en,1
leisure, important part of life,, music,10, en,1
food, trees,, fruit,10, en,1
leisure, schrijven,, spellen,10, nl,1
mobility, getting from one place to another,, bus,10, en,1
food, organic garden,, food,10, en,1
food, pantry,, bread,10, en,1
mobility, swim on water,, ship,10, en,1
leisure, annulment,, vacation,10, en,1
food, viands,, food,10, en,1
mobility, horn,, car,10, en,1
leisure, gathering of people,, party,10, en,1
leisure, stimulating as hot coffee,, music,10, en,1
leisure," ""help treat alzheimers patients""",, music,10, en,1
dwelling, race track,, bathroom,10, en,1
food, spilt on tablecloth,, food,10, en,1
mobility, oppervlak,, vlak,10, nl,1
mobility, get flat tire,, car,10, en,1
leisure, blauw,, drunk,10, nl,1
food, human fuel,, food,10, en,1
food, fast food restaurant,, food,10, en,1
mobility, artifact,, car,10, en,1
food, vegetable,, vegetable,10, en,1
leisure, reunion,, reunion,10, en,1
leisure, visitor,, visit,10, en,1
food, bushel basket,, potato,10, en,1
food, steak restaurant,, potato,10, en,1
leisure, priveledge to hear,, music,10, en,1
mobility, transportation device,, car,10, en,1
leisure, ring in new year,, party,10, en,1
leisure, hand counts minutes,, watch,10, en,1
dwelling, hotel room,, bath,10, en,1
mobility, land on water,, plane,10, en,1
leisure, math in form of sound,, music,10, en,1
mobility, getting to places,, car,10, en,1
leisure, celebrating friends birthday,, party,10, en,1
leisure, ship,, ship,10, en,1
food, make pudding,, milk,10, en,1
mobility, people,, car,10, en,1
dwelling, gaard,, garden,10, nl,1
leisure, snockered,, drunk,10, en,1
food, milk processing plant,, milk,10, en,1
mobility, bank quickly,, airplane,10, en,1
food, cooked or uncooked,, food,10, en,1
dwelling, soothing itchy skin,, bath,10, en,1
food, clothing,, meat,10, en,1
food, kernel,, meat,10, en,1
dwelling, keeping accumulated junk,, house,10, en,1
leisure, relax,, relax,10, en,1
mobility, omnibus,, bus,10, en,1
mobility, somtimes status,, car,10, en,1
mobility, tramcar,, tram,10, en,1
food, shopping bags,, potato,10, en,1
mobility, near station,, train,10, en,1
food, meatloaf,, potato,10, en,1
mobility, glide,, plane,10, en,1
food, can,, meat,10, en,1
mobility, fixed wing aircraft,, airplane,10, en,1
leisure, what makes life wonderful sometimes,, music,10, en,1
dwelling, kitchen,, kitchen,10, en,1
dwelling, winter storm,, house,10, en,1
food, melk,, melk,10, en,1
dwelling, badkamer,, bathroom,10, nl,1
leisure, opera,, music,10, en,1
leisure, time,, watch,10, en,1
mobility, vlak,, plane,10, nl,1
mobility, appear suddenly,, car,10, en,1
dwelling, cooking dinner,, kitchen,10, en,1
leisure," ""change peoples moods""",, music,10, en,1
food, mammals,, milk,10, en,1
leisure, drunken,, drunk,10, en,1
leisure, walk crooked line,, drunk,10, en,1
dwelling, need to rest,, sleep,10, en,1
food, vogels,, eten,10, nl,1
food, home,, food,10, en,1
leisure, wit,, fun,10, en,1
food, garnish,, fruit,10, en,1
food, jail,, food,10, en,1
leisure, expressed using musical notation,, music,10, en,1
food, turn into toast,, bread,10, en,1
mobility, need petrol,, car,10, en,1
leisure, form of art,, music,10, en,1
dwelling, home,, home,10, en,1
food, neseccary to live,, food,10, en,1
leisure, social activity,, visit,10, en,1
mobility, air transportation vehicle,, airplane,10, en,1
food, eating,, bread,10, en,1
leisure, celibrating divorce,, party,10, en,1
dwelling, flat,, bathroom,10, en,1
